"Column1","Тип квартиры","м^2","Этаж","Этажей в доме","Адресс","Станция метро","Окна во двор","Окна на улицу","Окна на солнечную сторону","Новостройка","Цена квартиры","Цена за м^2"
"3926","2-к. квартира","57,9 м²","3","32 эт.","жилой комплекс Кронштадский 9, корп. 1/1","Водный стадион","1","0","0","1","19292280","333 200 ₽ за м²"
"3927","2-к. квартира","57,9 м²","3","32 эт.","жилой комплекс Кронштадский 9, корп. 1/1","Водный стадион","1","0","0","1","19292280","333 200 ₽ за м²"
"3928","2-к. квартира","51 м²","5","14 эт.","ул. Саларьевская, жилые дома","Саларьево","1","0","0","1","11833224","232 024 ₽ за м²"
"3929","2-к. квартира","49 м²","2","33 эт.","б-р Кронштадтский, д. 14","Водный стадион","1","0","0","1","15419712","314 688 ₽ за м²"
"3930","1-к. квартира","33,9 м²","23","24 эт.","улица Римского-Корсакова, Жилой комплекс «Римского-Корсакова 11»","Бибирево","1","0","0","1","8829594","260 460 ₽ за м²"
"3931","Квартира-студия","19,9 м²","22","23 эт.","Кавказский б-р, корп. 1.1-1.4","Кантемировская","1","0","0","1","6373253","320 264 ₽ за м²"
"3932","1-к. апартаменты","41,5 м²","13","21 эт.","улица Сокольнический Вал, 1к1","Рижская","1","0","0","1","9651240","232 560 ₽ за м²"
"3933","2-к. квартира","46,3 м²","31","33 эт.","б-р Кронштадтский, д. 14","Водный стадион","1","0","0","1","15316780","330 816 ₽ за м²"
"3934","Квартира-студия","25,5 м²","15","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","8190600","321 200 ₽ за м²"
"3935","1-к. квартира","41,5 м²","7","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","13912128","335 232 ₽ за м²"
"3936","2-к. квартира","38,8 м²","2","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","13118745","338 112 ₽ за м²"
"3937","1-к. квартира","32,6 м²","9","15 эт.","ул. Саларьевская, жилые дома","Саларьево","1","0","0","1","8049852","246 928 ₽ за м²"
"3938","1-к. апартаменты","30 м²","30","32 эт.","деревня Раздоры, улица Липовой Рощи, д. 1","Строгино","1","0","0","1","8200000","273 333 ₽ за м²"
"3939","2-к. квартира","48,7 м²","16","24 эт.","улица Римского-Корсакова, Жилой комплекс «Римского-Корсакова 11»","Бибирево","1","0","0","1","11759589","241 470 ₽ за м²"
"3940","3-к. квартира","94,4 м²","6","32 эт.","Кронштадтский бульвар, корп. 1/3","Водный стадион","1","0","0","1","24284400","257 250 ₽ за м²"
"3941","2-к. квартира","65,9 м²","7","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","15581923","236 448 ₽ за м²"
"3942","2-к. квартира","34,1 м²","12","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","9139891","268 032 ₽ за м²"
"3943","1-к. квартира","39,3 м²","8","24 эт.","ул. Римского-Корсакова, жилой дом","Отрадное","1","0","0","1","9422568","239 760 ₽ за м²"
"3944","2-к. квартира","46,4 м²","24","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","12977152","279 680 ₽ за м²"
"3945","Квартира-студия","20,2 м²","32","33 эт.","жилой комплекс Кронштадтский 14, к1.4","Водный стадион","1","0","0","1","9083212","449 664 ₽ за м²"
"3946","1-к. квартира","37,8 м²","20","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","10233216","270 720 ₽ за м²"
"3947","3-к. квартира","78,8 м²","19","30 эт.","пр-т Волгоградский, вл. 32/5, корп. 13","Угрешская","1","0","0","1","24263801","307 916 ₽ за м²"
"3948","2-к. квартира","61,8 м²","14","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","16364640","264 800 ₽ за м²"
"3949","1-к. квартира","33,9 м²","15","33 эт.","ул. Большая Очаковская, вл. 2","Аминьевская","1","0","0","1","11024280","325 200 ₽ за м²"
"3950","2-к. квартира","58 м²","15","19 эт.","жилой комплекс Митинский Лес, жилые дома","Пятницкое шоссе","1","0","0","1","10730696","185 012 ₽ за м²"
"3951","3-к. квартира","89,1 м²","20","25 эт.","рп. Дрожжино, территория Бутово Парк 2, корп. 26","Улица Скобелевская","1","0","0","1","12941596","145 248 ₽ за м²"
"3952","3-к. квартира","69 м²","3","28 эт.","пр-т Мичуринский, д. 45","Мичуринский проспект","1","0","0","1","24732365","358 440 ₽ за м²"
"3953","2-к. квартира","62,4 м²","24","28 эт.","Волоколамское ш., стр. 4","Тушинская","1","0","0","1","22800000","365 385 ₽ за м²"
"3954","3-к. квартира","80,4 м²","33","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","17358681","215 904 ₽ за м²"
"3955","Квартира-студия","22,4 м²","31","32 эт.","Ильменский проезд, стр. 1, корп. 1","Верхние Лихоборы","1","0","0","1","8994832","401 555 ₽ за м²"
"3956","1-к. квартира","44,8 м²","15","15 эт.","рп. Дрожжино, территория Бутово Парк 2, корп. 26","Улица Скобелевская","1","0","0","1","7397376","165 120 ₽ за м²"
"3957","1-к. квартира","46,5 м²","2","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","14829408","318 912 ₽ за м²"
"3958","1-к. апартаменты","38,4 м²","2","24 эт.","ул. Октябрьская, вл. 98","Марьина Роща","1","0","0","1","10550459","274 752 ₽ за м²"
"3959","4-к. квартира","106 м²","3","15 эт.","пр-т Магеллана, д. 4","Прокшино","1","0","0","1","23700000","223 585 ₽ за м²"
"3960","1-к. квартира","42,2 м²","21","33 эт.","Кавказский б-р, корп. 1.5-1.6","Кантемировская","1","0","0","1","9387812","222 460 ₽ за м²"
"3961","3-к. квартира","63 м²","17","25 эт.","ул. Петра Алексеева, вл. 12, корп. 5","Давыдково","1","0","0","1","20000000","317 460 ₽ за м²"
"3962","1-к. квартира","32,2 м²","22","24 эт.","ул. Кольская, д. 8, корп. 2","Свиблово","1","0","0","1","10145254","315 070 ₽ за м²"
"3963","1-к. квартира","34,2 м²","2","33 эт.","ш. Открытое, вл. 18/1","Бульвар Рокоссовского","1","0","0","1","8956569","261 888 ₽ за м²"
"3964","2-к. квартира","46,5 м²","4","33 эт.","1-й Дубровский проезд, вл. 78/14","Волгоградский проспект","1","0","0","1","13599377","292 460 ₽ за м²"
"3965","1-к. квартира","36,2 м²","33","33 эт.","ул. Руставели, ЖК «Руставели 14»","Бутырская","1","0","0","1","12137787","335 298 ₽ за м²"
"3966","Квартира-студия","26,5 м²","22","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","10364256","391 104 ₽ за м²"
"3967","2-к. квартира","48,7 м²","18","24 эт.","ш. Волоколамское, д. 73, корп. 13","Спартак","1","0","0","1","16231612","333 298 ₽ за м²"
"3968","1-к. квартира","34,3 м²","16","26 эт.","ул. Красноказарменная, вл. 15","Авиамоторная","1","0","0","1","11950257","348 404 ₽ за м²"
"3969","2-к. квартира","48,8 м²","13","33 эт.","Ижорская ул., вл. 6","Ховрино","1","0","0","1","11932185","244 512 ₽ за м²"
"3970","3-к. квартира","80,9 м²","7","24 эт.","ул. Кольская, д. 8, корп. 2","Свиблово","1","0","0","1","20018705","247 450 ₽ за м²"
"3971","1-к. квартира","34,1 м²","25","33 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","9139891","268 032 ₽ за м²"
"3972","1-к. квартира","34,5 м²","22","22 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","9061770","262 660 ₽ за м²"
"3973","1-к. квартира","33,8 м²","7","20 эт.","ул. Люблинская, д. 72, корп. 4","Братиславская","1","0","0","1","8446000","249 882 ₽ за м²"
"3974","2-к. квартира","48,8 м²","30","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","13536144","277 380 ₽ за м²"
"3975","Апартаменты-студия","24,7 м²","13","13 эт.","ул. Октябрьская, вл. 98","Марьина Роща","1","0","0","1","9305478","376 740 ₽ за м²"
"3976","2-к. квартира","52,4 м²","5","32 эт.","ул. Барклая, ЖК «Барклая 6»","Багратионовская","1","0","0","1","17586278","335 616 ₽ за м²"
"3977","3-к. квартира","93,6 м²","26","51 эт.","пр-д Шмитовский, вл. 39, корп. 4","Шелепиха","1","0","0","1","34400000","367 521 ₽ за м²"
"3978","2-к. квартира","36,1 м²","13","33 эт.","пр-д Стройкомбината, ЖК «Новое Очаково»","Озёрная","1","0","0","1","9135032","253 048 ₽ за м²"
"3979","2-к. квартира","58,6 м²","13","33 эт.","2-й Нагатинский пр-д , ЖК «Второй Нагатинский»","Коломенская","1","0","0","1","14782670","252 264 ₽ за м²"
"3980","2-к. квартира","57,4 м²","2","17 эт.","Сигнальный проезд, вл. 16","Владыкино","1","0","0","1","13412313","233 664 ₽ за м²"
"3981","3-к. квартира","74,3 м²","15","22 эт.","ул. Полковника Романова, жилой дом","Медведково","1","0","0","1","13200000","177 658 ₽ за м²"
